,provinsi,kab_kota,kecamatan,url
206,Prov. Jawa Barat,Kab. Tasikmalaya,Kec. Jamanis,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021225
207,Prov. Jawa Barat,Kab. Tasikmalaya,Kec. Sukahening,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021240
208,Prov. Jawa Barat,Kab. Tasikmalaya,Kec. Culamega,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021233
209,Prov. Jawa Barat,Kab. Tasikmalaya,Kec. Bojongasih,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021232
210,Prov. Jawa Barat,Kab. Tasikmalaya,Kec. Sukaresik,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021242
211,Prov. Jawa Barat,Kab. Tasikmalaya,Kec. Karangjaya,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021238
212,Prov. Jawa Barat,Kab. Indramayu,Kec. Indramayu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021815
213,Prov. Jawa Barat,Kab. Indramayu,Kec. Jatibarang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021813
214,Prov. Jawa Barat,Kab. Indramayu,Kec. Haurgeulis,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021801
215,Prov. Jawa Barat,Kab. Indramayu,Kec. Krangkeng,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021809
216,Prov. Jawa Barat,Kab. Indramayu,Kec. Kandanghaur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021819
217,Prov. Jawa Barat,Kab. Indramayu,Kec. Juntinyuat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021811
218,Prov. Jawa Barat,Kab. Indramayu,Kec. Anjatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021821
219,Prov. Jawa Barat,Kab. Indramayu,Kec. Karangampel,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021810
220,Prov. Jawa Barat,Kab. Indramayu,Kec. Kertasemaya,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021808
221,Prov. Jawa Barat,Kab. Indramayu,Kec. Terisi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021826
222,Prov. Jawa Barat,Kab. Indramayu,Kec. Tukdana,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021830
223,Prov. Jawa Barat,Kab. Indramayu,Kec. Sliyeg,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021812
224,Prov. Jawa Barat,Kab. Indramayu,Kec. Bongas,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021820
225,Prov. Jawa Barat,Kab. Indramayu,Kec. Gabuswetan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021803
226,Prov. Jawa Barat,Kab. Indramayu,Kec. Sindang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021816
227,Prov. Jawa Barat,Kab. Indramayu,Kec. Losarang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021818
228,Prov. Jawa Barat,Kab. Indramayu,Kec. Gantar,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021825
229,Prov. Jawa Barat,Kab. Indramayu,Kec. Lohbener,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021817
230,Prov. Jawa Barat,Kab. Indramayu,Kec. Kroya,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021802
231,Prov. Jawa Barat,Kab. Indramayu,Kec. Lelea,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021805
232,Prov. Jawa Barat,Kab. Indramayu,Kec. Balongan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021814
233,Prov. Jawa Barat,Kab. Indramayu,Kec. Patrol,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021831
234,Prov. Jawa Barat,Kab. Indramayu,Kec. Sukra,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021822
235,Prov. Jawa Barat,Kab. Indramayu,Kec. Cikedung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021804
236,Prov. Jawa Barat,Kab. Indramayu,Kec. Widasari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021807
237,Prov. Jawa Barat,Kab. Indramayu,Kec. Sukagumiwang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021827
238,Prov. Jawa Barat,Kab. Indramayu,Kec. Kedokan Bunder,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021828
239,Prov. Jawa Barat,Kab. Indramayu,Kec. Arahan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021823
240,Prov. Jawa Barat,Kab. Indramayu,Kec. Bangodua,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021806
241,Prov. Jawa Barat,Kab. Indramayu,Kec. Cantigi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021824
242,Prov. Jawa Barat,Kab. Indramayu,Kec. Pasekan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021829
243,Prov. Jawa Barat,Kab. Cirebon,Kec. Sumber,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021712
244,Prov. Jawa Barat,Kab. Cirebon,Kec. Dukupuntang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021726
245,Prov. Jawa Barat,Kab. Cirebon,Kec. Arjawinangun,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021720
246,Prov. Jawa Barat,Kab. Cirebon,Kec. Gegesik,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021723
247,Prov. Jawa Barat,Kab. Cirebon,Kec. Palimanan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021713
248,Prov. Jawa Barat,Kab. Cirebon,Kec. Gunung Jati,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021735
249,Prov. Jawa Barat,Kab. Cirebon,Kec. Lemah Abang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021706
250,Prov. Jawa Barat,Kab. Cirebon,Kec. Plumbon,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021714
251,Prov. Jawa Barat,Kab. Cirebon,Kec. Babakan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021704
252,Prov. Jawa Barat,Kab. Cirebon,Kec. Depok,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021731
253,Prov. Jawa Barat,Kab. Cirebon,Kec. Kedawung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021732
254,Prov. Jawa Barat,Kab. Cirebon,Kec. Susukan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021722
255,Prov. Jawa Barat,Kab. Cirebon,Kec. Astana Japura,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021708
256,Prov. Jawa Barat,Kab. Cirebon,Kec. Weru,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021715
257,Prov. Jawa Barat,Kab. Cirebon,Kec. Gebang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021730
258,Prov. Jawa Barat,Kab. Cirebon,Kec. Ciledug,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021702
259,Prov. Jawa Barat,Kab. Cirebon,Kec. Klangenan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021719
260,Prov. Jawa Barat,Kab. Cirebon,Kec. Talun,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021734
261,Prov. Jawa Barat,Kab. Cirebon,Kec. Losari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021703
262,Prov. Jawa Barat,Kab. Cirebon,Kec. Mundu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021709
263,Prov. Jawa Barat,Kab. Cirebon,Kec. Waled,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021701
264,Prov. Jawa Barat,Kab. Cirebon,Kec. Pabedilan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021725
265,Prov. Jawa Barat,Kab. Cirebon,Kec. Ciwaringin,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021721
266,Prov. Jawa Barat,Kab. Cirebon,Kec. Karang Sembung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021705
267,Prov. Jawa Barat,Kab. Cirebon,Kec. Plered,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021739
268,Prov. Jawa Barat,Kab. Cirebon,Kec. Pangenan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021729
269,Prov. Jawa Barat,Kab. Cirebon,Kec. Panguragan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021727
270,Prov. Jawa Barat,Kab. Cirebon,Kec. Kapetakan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021718
271,Prov. Jawa Barat,Kab. Cirebon,Kec. Jamblang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021743
272,Prov. Jawa Barat,Kab. Cirebon,Kec. Beber,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021710
273,Prov. Jawa Barat,Kab. Cirebon,Kec. Sedong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021707
274,Prov. Jawa Barat,Kab. Cirebon,Kec. Kaliwedi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021728
275,Prov. Jawa Barat,Kab. Cirebon,Kec. Gempol,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021740
276,Prov. Jawa Barat,Kab. Cirebon,Kec. Greged,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021741
277,Prov. Jawa Barat,Kab. Cirebon,Kec. Susukan Lebak,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021724
278,Prov. Jawa Barat,Kab. Cirebon,Kec. Suranenggala,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021742
279,Prov. Jawa Barat,Kab. Cirebon,Kec. Tengah Tani,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021738
280,Prov. Jawa Barat,Kab. Cirebon,Kec. Karangwareng,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021733
281,Prov. Jawa Barat,Kab. Cirebon,Kec. Pabuaran,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021737
282,Prov. Jawa Barat,Kab. Cirebon,Kec. Pasaleman,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021736
283,Prov. Jawa Barat,Kota Bekasi,Kec. Bekasi Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026504
284,Prov. Jawa Barat,Kota Bekasi,Kec. Bekasi Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026507
285,Prov. Jawa Barat,Kota Bekasi,Kec. Jatiasih,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026502
286,Prov. Jawa Barat,Kota Bekasi,Kec. Bekasi Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026506
287,Prov. Jawa Barat,Kota Bekasi,Kec. Rawalumbu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026510
288,Prov. Jawa Barat,Kota Bekasi,Kec. Bekasi Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026505
289,Prov. Jawa Barat,Kota Bekasi,Kec. Medan Satria,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026509
290,Prov. Jawa Barat,Kota Bekasi,Kec. Pondokgede,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026501
291,Prov. Jawa Barat,Kota Bekasi,Kec. Mustika Jaya,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026511
292,Prov. Jawa Barat,Kota Bekasi,Kec. Jati Sampurna,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026508
293,Prov. Jawa Barat,Kota Bekasi,Kec. Pondok Melati,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026512
294,Prov. Jawa Barat,Kota Bekasi,Kec. Bantargebang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026503
295,Prov. Jawa Barat,Kab. Karawang,Kec. Karawang Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022133
296,Prov. Jawa Barat,Kab. Karawang,Kec. Klari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022104
297,Prov. Jawa Barat,Kab. Karawang,Kec. Karawang Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022130
298,Prov. Jawa Barat,Kab. Karawang,Kec. Teluk Jambe Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022129
299,Prov. Jawa Barat,Kab. Karawang,Kec. Batujaya,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022119
300,Prov. Jawa Barat,Kab. Karawang,Kec. Cikampek,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022105
301,Prov. Jawa Barat,Kab. Karawang,Kec. Cilamaya Wetan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022126
302,Prov. Jawa Barat,Kab. Karawang,Kec. Kotabaru,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022125
303,Prov. Jawa Barat,Kab. Karawang,Kec. Rengasdengklok,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022115
304,Prov. Jawa Barat,Kab. Karawang,Kec. Pedes,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022116
305,Prov. Jawa Barat,Kab. Karawang,Kec. Telagasari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022110
306,Prov. Jawa Barat,Kab. Karawang,Kec. Jatisari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022107
307,Prov. Jawa Barat,Kab. Karawang,Kec. Kutawaluya,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022114
308,Prov. Jawa Barat,Kab. Karawang,Kec. Tempuran,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022113
309,Prov. Jawa Barat,Kab. Karawang,Kec. Jayakerta,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022122
310,Prov. Jawa Barat,Kab. Karawang,Kec. Tirtajaya,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022118
311,Prov. Jawa Barat,Kab. Karawang,Kec. Teluk Jambe Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022128
312,Prov. Jawa Barat,Kab. Karawang,Kec. Purwasari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022127
313,Prov. Jawa Barat,Kab. Karawang,Kec. Lemahabang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022109
314,Prov. Jawa Barat,Kab. Karawang,Kec. Cilamaya Kulon,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022123
315,Prov. Jawa Barat,Kab. Karawang,Kec. Rawamerta,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022112
316,Prov. Jawa Barat,Kab. Karawang,Kec. Pangkalan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022101
317,Prov. Jawa Barat,Kab. Karawang,Kec. Tirtamulya,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022106
318,Prov. Jawa Barat,Kab. Karawang,Kec. Cibuaya,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022117
319,Prov. Jawa Barat,Kab. Karawang,Kec. Tegalwaru,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022131
320,Prov. Jawa Barat,Kab. Karawang,Kec. Cilebar,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022132
321,Prov. Jawa Barat,Kab. Karawang,Kec. Pakisjaya,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022120
322,Prov. Jawa Barat,Kab. Karawang,Kec. Banyusari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022124
323,Prov. Jawa Barat,Kab. Karawang,Kec. Ciampel,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022102
324,Prov. Jawa Barat,Kab. Karawang,Kec. Majalaya,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022121
325,Prov. Jawa Barat,Kab. Subang,Kec. Subang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021907
326,Prov. Jawa Barat,Kab. Subang,Kec. Ciasem,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021918
327,Prov. Jawa Barat,Kab. Subang,Kec. Kalijati,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021908
328,Prov. Jawa Barat,Kab. Subang,Kec. Patokbeusi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021911
329,Prov. Jawa Barat,Kab. Subang,Kec. Jalancagak,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021902
330,Prov. Jawa Barat,Kab. Subang,Kec. Cisalak,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021903
331,Prov. Jawa Barat,Kab. Subang,Kec. Purwadadi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021912
332,Prov. Jawa Barat,Kab. Subang,Kec. Pabuaran,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021910
333,Prov. Jawa Barat,Kab. Subang,Kec. Kasomalang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021925
334,Prov. Jawa Barat,Kab. Subang,Kec. Pagaden,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021914
335,Prov. Jawa Barat,Kab. Subang,Kec. Blanakan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021922
336,Prov. Jawa Barat,Kab. Subang,Kec. Cikaum,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021913
337,Prov. Jawa Barat,Kab. Subang,Kec. Compreng,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021916
338,Prov. Jawa Barat,Kab. Subang,Kec. Cipunagara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021915
339,Prov. Jawa Barat,Kab. Subang,Kec. Pamanukan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021919
340,Prov. Jawa Barat,Kab. Subang,Kec. Pusakajaya,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021928
341,Prov. Jawa Barat,Kab. Subang,Kec. Tanjungsiang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021904
342,Prov. Jawa Barat,Kab. Subang,Kec. Cipeundeuy,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021909
343,Prov. Jawa Barat,Kab. Subang,Kec. Cijambe,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021905
344,Prov. Jawa Barat,Kab. Subang,Kec. Pusakanagara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021920
345,Prov. Jawa Barat,Kab. Subang,Kec. Sagalaherang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021901
346,Prov. Jawa Barat,Kab. Subang,Kec. Tambakdahan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021926
347,Prov. Jawa Barat,Kab. Subang,Kec. Dawuan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021923
348,Prov. Jawa Barat,Kab. Subang,Kec. Cibogo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021906
349,Prov. Jawa Barat,Kab. Subang,Kec. Binong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021917
350,Prov. Jawa Barat,Kab. Subang,Kec. Sukasari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021930
351,Prov. Jawa Barat,Kab. Subang,Kec. Serangpanjang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021924
352,Prov. Jawa Barat,Kab. Subang,Kec. Ciater,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021929
353,Prov. Jawa Barat,Kab. Subang,Kec. Pagaden Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021927
354,Prov. Jawa Barat,Kab. Subang,Kec. Legon Kulon,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021921
355,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Lembang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022312
356,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Padalarang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022309
357,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Cipatat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022308
358,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Cikalongwetan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022314
359,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Ngamprah,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022310
360,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Cipongkor,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022306
361,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Cililin,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022304
362,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Parongpong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022311
363,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Cihampelas,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022305
364,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Batujajar,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022307
365,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Cipeundeuy,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022315
366,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Sindangkerta,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022303
367,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Gununghalu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022302
368,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Rongga,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022301
369,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Cisarua,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022313
370,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Saguling,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022316
371,Prov. Jawa Barat,Kota Bandung,Kec. Lengkong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026007
372,Prov. Jawa Barat,Kota Bandung,Kec. Cicendo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026019
373,Prov. Jawa Barat,Kota Bandung,Kec. Andir,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026018
374,Prov. Jawa Barat,Kota Bandung,Kec. Coblong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026023
375,Prov. Jawa Barat,Kota Bandung,Kec. Kiaracondong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026015
376,Prov. Jawa Barat,Kota Bandung,Kec. Regol,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026006
377,Prov. Jawa Barat,Kota Bandung,Kec. Sukasari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026025
378,Prov. Jawa Barat,Kota Bandung,Kec. Bandung Kulon,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026001
379,Prov. Jawa Barat,Kota Bandung,Kec. Sumur Bandung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026017
380,Prov. Jawa Barat,Kota Bandung,Kec. Sukajadi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026024
381,Prov. Jawa Barat,Kota Bandung,Kec. Bandung Wetan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026020
382,Prov. Jawa Barat,Kota Bandung,Kec. Arcamanik,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026013
383,Prov. Jawa Barat,Kota Bandung,Kec. Bojong Loa Kidul,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026004
384,Prov. Jawa Barat,Kota Bandung,Kec. Bojong Loa Kaler,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026003
385,Prov. Jawa Barat,Kota Bandung,Kec. Cibiru,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026011
386,Prov. Jawa Barat,Kota Bandung,Kec. Buahbatu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026009
387,Prov. Jawa Barat,Kota Bandung,Kec. Cibeunying Kidul,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026021
388,Prov. Jawa Barat,Kota Bandung,Kec. Astanaanyar,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026005
389,Prov. Jawa Barat,Kota Bandung,Kec. Cibeunying Kaler,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026022
390,Prov. Jawa Barat,Kota Bandung,Kec. Ujungberung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026012
391,Prov. Jawa Barat,Kota Bandung,Kec. Cidadap,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026026
392,Prov. Jawa Barat,Kota Bandung,Kec. Babakan Ciparay,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026002
393,Prov. Jawa Barat,Kota Bandung,Kec. Batununggal,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026016
394,Prov. Jawa Barat,Kota Bandung,Kec. Antapani,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026031
395,Prov. Jawa Barat,Kota Bandung,Kec. Mandalajati,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026030
396,Prov. Jawa Barat,Kota Bandung,Kec. Panyileukan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026028
397,Prov. Jawa Barat,Kota Bandung,Kec. Rancasari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026010
398,Prov. Jawa Barat,Kota Bandung,Kec. Bandung Kidul,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026008
399,Prov. Jawa Barat,Kota Bandung,Kec. Gedebage,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026027
400,Prov. Jawa Barat,Kota Bandung,Kec. Cinambo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026029
401,Prov. Jawa Barat,Kab. Ciamis,Kec. Ciamis,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021421
402,Prov. Jawa Barat,Kab. Ciamis,Kec. Rancah,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021418
403,Prov. Jawa Barat,Kab. Ciamis,Kec. Banjarsari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021410
404,Prov. Jawa Barat,Kab. Ciamis,Kec. Panawangan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021427
405,Prov. Jawa Barat,Kab. Ciamis,Kec. Cipaku,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021425
406,Prov. Jawa Barat,Kab. Ciamis,Kec. Panumbangan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021430
407,Prov. Jawa Barat,Kab. Ciamis,Kec. Rajadesa,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021419
408,Prov. Jawa Barat,Kab. Ciamis,Kec. Pamarican,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021412
409,Prov. Jawa Barat,Kab. Ciamis,Kec. Cijeungjing,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021415
410,Prov. Jawa Barat,Kab. Ciamis,Kec. Cihaurbeuti,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021423
411,Prov. Jawa Barat,Kab. Ciamis,Kec. Cikoneng,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021422
412,Prov. Jawa Barat,Kab. Ciamis,Kec. Lakbok,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021411
413,Prov. Jawa Barat,Kab. Ciamis,Kec. Kawali,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021428
414,Prov. Jawa Barat,Kab. Ciamis,Kec. Panjalu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021429
415,Prov. Jawa Barat,Kab. Ciamis,Kec. Sindangkasih,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021432
416,Prov. Jawa Barat,Kab. Ciamis,Kec. Cisaga,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021416
